,level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y,start,day_30,day_60,day_90,day_180,sp_start,sp_30,sp_60,sp_90,sp_180
9388,9388,2016-06-30,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467259200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,16.469999313354492,16.959999084472656,14.369999885559082,14.680000305175781,12.210000038146973,2098.860107421875,2170.840087890625,2176.1201171875,2161.199951171875,2263.7900390625
9389,9389,2016-06-29,DISCA,"Discovery Communications, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467172800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,24.3799991607666,25.09000015258789,25.65999984741211,26.920000076293945,28.0,2070.77001953125,2173.60009765625,2180.3798828125,2168.27001953125,2263.7900390625
9390,9390,2016-06-29,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467172800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,15.880000114440918,17.420000076293945,14.579999923706055,14.729999542236328,12.210000038146973,2070.77001953125,2173.60009765625,2180.3798828125,2168.27001953125,2263.7900390625
9391,9391,2016-06-29,WLK,Westlake Chemical Corp.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1467172800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,42.09000015258789,45.7400016784668,51.27000045776367,53.5,57.599998474121094,2070.77001953125,2173.60009765625,2180.3798828125,2168.27001953125,2263.7900390625
9394,9394,2016-06-28,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467086400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,15.140000343322754,18.09000015258789,14.5600004196167,14.489999771118164,12.210000038146973,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9395,9395,2016-06-28,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467086400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,15.140000343322754,18.09000015258789,14.5600004196167,14.489999771118164,12.210000038146973,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9397,9397,2016-06-27,NKE,"NIKE, Inc.",purchase,"$15,001 - $50,000","David A Perdue , Jr",1467000000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,51.88999938964844,55.790000915527344,59.2400016784668,53.25,51.90999984741211,2000.5400390625,2166.580078125,2172.469970703125,2171.3701171875,2263.7900390625
9398,9398,2016-06-27,BAC,Bank of America Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1467000000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,12.180000305175781,14.630000114440918,15.529999732971191,15.380000114440918,22.600000381469727,2000.5400390625,2166.580078125,2172.469970703125,2171.3701171875,2263.7900390625
9399,9399,2016-06-27,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467000000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,14.649999618530273,16.489999771118164,14.920000076293945,14.859999656677246,12.210000038146973,2000.5400390625,2166.580078125,2172.469970703125,2171.3701171875,2263.7900390625
9400,9400,2016-06-27,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467000000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,14.649999618530273,16.489999771118164,14.920000076293945,14.859999656677246,12.210000038146973,2000.5400390625,2166.580078125,2172.469970703125,2171.3701171875,2263.7900390625
9401,9401,2016-06-27,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1467000000,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,14.649999618530273,16.489999771118164,14.920000076293945,14.859999656677246,12.210000038146973,2000.5400390625,2166.580078125,2172.469970703125,2171.3701171875,2263.7900390625
9405,9405,2016-06-24,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1466740800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,15.5600004196167,16.6200008392334,14.9399995803833,14.779999732971191,12.979999542236328,2037.4100341796875,2169.179931640625,2175.43994140625,2159.929931640625,2270.760009765625
9406,9406,2016-06-24,FEYE,"FireEye, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1466740800,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,15.5600004196167,16.6200008392334,14.9399995803833,14.779999732971191,12.979999542236328,2037.4100341796875,2169.179931640625,2175.43994140625,2159.929931640625,2270.760009765625
9407,9407,2016-06-23,WLK,Westlake Chemical Corp.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1466654400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,44.720001220703125,45.43000030517578,51.97999954223633,49.59000015258789,58.06999969482422,2113.320068359375,2168.47998046875,2186.89990234375,2146.10009765625,2262.530029296875
9411,9411,2016-06-20,BAC,Bank of America Corporation,purchase,"$1,001 - $15,000","David A Perdue , Jr",1466395200,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,13.539999961853027,14.399999618530273,15.15999984741211,15.649999618530273,22.65999984741211,2083.25,2173.02001953125,2187.02001953125,2163.1201171875,2258.070068359375
9412,9412,2016-06-13,SHPG,Shire plc,sale_full,"$1,001 - $15,000","David A Perdue , Jr",1465790400,David Davis,David Davis,Tennessee,Republican,0,2,2,David Perdue,David Perdue,$102253913,$23123738,22.61%,Raised over $100k,R,173.58999633789062,192.49000549316406,198.74000549316406,193.32000732421875,166.97000122070312,2079.06005859375,2152.429931640625,2185.7900390625,2125.77001953125,2259.530029296875
9415,9415,2016-06-01,WCN,"Waste Connections US, Inc.",exchange,"$15,001 - $50,000",Susan M Collins,1464753600,"Susan Collins, M.","Susan Collins, M.",Maine,Republican,24,0,24,Susan Collins,Susan Collins,$29967118,$5858913,19.55%,Raised over $100k,R,44.78666687011719,48.03333282470703,49.46666717529297,51.86666488647461,51.686668395996094,2099.330078125,2098.860107421875,2170.840087890625,2170.860107421875,2213.35009765625
9416,9416,2016-06-28,NFX,Newfield Exploration Co.,sale_partial,"$1,001 - $15,000",James M Inhofe,1467086400,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,42.849998474121094,42.380001068115234,44.150001525878906,42.779998779296875,42.400001525878906,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9417,9417,2016-06-28,CLR,"Continental Resources, Inc.",sale_partial,"$15,001 - $50,000",James M Inhofe,1467086400,"James Inhofe, M.","James Inhofe, M.",Oklahoma,Republican,27,8,35,James Inhofe,James Inhofe,$5903909,$401620,6.80%,Raised over $100k,R,43.7400016784668,42.099998474121094,49.290000915527344,50.9900016784668,52.58000183105469,2036.0899658203125,2170.06005859375,2169.0400390625,2151.1298828125,2263.7900390625
9418,9418,2016-06-29,HD,"The Home Depot, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1467172800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,127.37000274658203,138.24000549316406,135.24000549316406,128.67999267578125,135.0500030517578,2070.77001953125,2173.60009765625,2180.3798828125,2168.27001953125,2263.7900390625
9419,9419,2016-06-29,FB,"Facebook, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1467172800,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,114.16000366210938,123.94000244140625,126.54000091552734,128.27000427246094,117.2699966430664,2070.77001953125,2173.60009765625,2180.3798828125,2168.27001953125,2263.7900390625
9420,9420,2016-06-10,FB,"Facebook, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1465531200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,116.62000274658203,117.93000030517578,124.87999725341797,127.20999908447266,117.30999755859375,2096.070068359375,2152.139892578125,2175.489990234375,2127.02001953125,2212.22998046875
9422,9422,2016-06-10,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Pat Roberts,1465531200,Pat Roberts,Pat Roberts,Kansas,Republican,24,16,40,Pat Roberts,Pat Roberts,$934102,$2211,0.24%,Raised over $100k,R,93.75,95.97000122070312,93.93000030517578,96.08999633789062,124.56999969482422,2096.070068359375,2152.139892578125,2175.489990234375,2127.02001953125,2212.22998046875
9423,9423,2016-06-24,AEE,Ameren Corporation,sale_full,"$1,001 - $15,000",Thomas R Carper,1466740800,"Thomas Carper, R.","Thomas Carper, R.",Delaware,Democratic,20,10,30,Tom Carper,Tom Carper,$4437791,$150865,3.40%,Raised over $100k,D,51.790000915527344,52.220001220703125,50.31999969482422,50.560001373291016,52.189998626708984,2037.4100341796875,2169.179931640625,2175.43994140625,2159.929931640625,2270.760009765625
9426,9426,2016-05-24,IVZ,Invesco Ltd.,purchase,"$1,001 - $15,000",Gary C Peters,1464062400,"Gary Peters, C.","Gary Peters, C.",Michigan,Democratic,6,6,12,Gary Peters,Gary Peters,$51566900,$18239309,35.37%,Raised over $100k,D,30.729999542236328,29.6200008392334,28.40999984741211,30.739999771118164,31.520000457763672,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
9427,9427,2016-05-02,MTUM,iShares Edge MSCI USA Momentum Factor,sale_partial,"$15,001 - $50,000",Patrick J Toomey,1462161600,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,73.55999755859375,74.62999725341797,76.4000015258789,77.91999816894531,75.43000030517578,2081.429931640625,2099.330078125,2098.860107421875,2163.7900390625,2126.409912109375
9428,9428,2016-05-02,SHY,iShares 1-3 Year Treasury Bond,sale_partial,"$15,001 - $50,000",Patrick J Toomey,1462161600,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,84.93000030517578,84.75,85.31999969482422,85.12999725341797,84.88999938964844,2081.429931640625,2099.330078125,2098.860107421875,2163.7900390625,2126.409912109375
9429,9429,2016-06-09,PG,The Procter &amp; Gamble Company,sale_partial,"$15,001 - $50,000",Patrick J Toomey,1465444800,J. Beall,J. Beall,Maryland,Republican,4,2,6,Pat Toomey,Pat Toomey,$28093267,$5527842,19.68%,Raised over $100k,R,83.16999816894531,85.75,85.98999786376953,88.25,82.98999786376953,2115.47998046875,2137.159912109375,2181.739990234375,2159.0400390625,2204.7099609375
9430,9430,2016-05-17,VFC,V.F. Corporation,sale_full,"$15,001 - $50,000",Sheldon Whitehouse,1463457600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,56.88323974609375,58.662899017333984,60.2730712890625,60.442562103271484,53.719398498535156,2047.2099609375,2077.989990234375,2166.889892578125,2187.02001953125,2164.449951171875
9431,9431,2016-05-18,GILD,Gilead Sciences Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,82.87999725341797,82.6500015258789,85.44000244140625,81.0,76.41999816894531,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9432,9432,2016-05-18,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,90.5,94.44999694824219,85.83999633789062,95.87000274658203,114.77999877929688,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9433,9433,2016-05-24,CMCSA,Comcast Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1464062400,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,31.219999313354492,31.475000381469727,33.73500061035156,32.779998779296875,34.16999816894531,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
9434,9434,2016-05-24,FB,"Facebook, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,1464062400,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,117.69999694824219,115.08000183105469,121.62999725341797,123.88999938964844,117.0199966430664,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
9435,9435,2016-05-24,AMGN,Amgen Inc.,purchase,"$15,001 - $50,000",Sheldon Whitehouse,1464062400,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,152.72000122070312,152.27000427246094,166.55999755859375,170.22999572753906,145.22999572753906,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
9436,9436,2016-06-07,PSA,Public Storage,purchase,"$15,001 - $50,000",Sheldon Whitehouse,1465272000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,255.69000244140625,253.77999877929688,232.75999450683594,223.0,209.47999572753906,2112.1298828125,2097.89990234375,2182.8701171875,2181.300048828125,2191.949951171875
9437,9437,2016-06-07,ACN,Accenture plc,sale_full,"$15,001 - $50,000",Sheldon Whitehouse,1465272000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,119.6500015258789,112.69999694824219,114.5999984741211,112.30000305175781,117.29000091552734,2112.1298828125,2097.89990234375,2182.8701171875,2181.300048828125,2191.949951171875
9438,9438,2016-06-07,IBM,International Business Machines Corporation,purchase,"$15,001 - $50,000",Sheldon Whitehouse,1465272000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,153.3300018310547,152.60000610351562,163.5,159.0,160.02000427246094,2112.1298828125,2097.89990234375,2182.8701171875,2181.300048828125,2191.949951171875
9439,9439,2016-05-18,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,43.36000061035156,46.720001220703125,53.52000045776367,62.2599983215332,87.97000122070312,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9440,9440,2016-06-07,SBUX,Starbucks Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1465272000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,55.29999923706055,56.90999984741211,55.900001525878906,55.29999923706055,57.209999084472656,2112.1298828125,2097.89990234375,2182.8701171875,2181.300048828125,2191.949951171875
9441,9441,2016-05-17,VFC,V.F. Corporation,sale_full,"$15,001 - $50,000",Sheldon Whitehouse,1463457600,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,56.88323974609375,58.662899017333984,60.2730712890625,60.442562103271484,53.719398498535156,2047.2099609375,2077.989990234375,2166.889892578125,2187.02001953125,2164.449951171875
9442,9442,2016-05-18,NWL,Newell Brands Inc.,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,47.119998931884766,48.369998931884766,48.040000915527344,53.79999923706055,47.45000076293945,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9443,9443,2016-05-18,DEO,Diageo plc,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,107.45999908447266,103.37000274658203,111.68000030517578,115.45999908447266,101.37000274658203,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9444,9444,2016-05-18,CERN,Cerner Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1463544000,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,53.400001525878906,53.849998474121094,60.630001068115234,64.70999908447266,48.470001220703125,2047.6300048828125,2071.219970703125,2163.780029296875,2183.8701171875,2164.449951171875
9445,9445,2016-05-24,REGN,"Regeneron Pharmaceuticals, Inc.",purchase,"$1,001 - $15,000",Sheldon Whitehouse,1464062400,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,397.70001220703125,357.1400146484375,394.8999938964844,400.25,397.4800109863281,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
9446,9446,2016-05-24,CMCSA,Comcast Corporation,purchase,"$1,001 - $15,000",Sheldon Whitehouse,1464062400,Sheldon Whitehouse,Sheldon Whitehouse,Rhode Island,Democratic,14,0,14,Sheldon Whitehouse,Sheldon Whitehouse,$6598997,$204809,3.10%,Raised over $100k,D,31.219999313354492,31.475000381469727,33.73500061035156,32.779998779296875,34.16999816894531,2076.06005859375,2113.320068359375,2168.47998046875,2172.469970703125,2181.89990234375
